CONCEPT_ID,CONCEPT_NAME,NUM_PERSONS,PERCENT_PERSONS,RECORDS_PER_PERSON,PERCENT_PERSONS_NTILE,RECORDS_PER_PERSON_NTILE
3020630,Protein [Mass/volume] in Serum or Plasma,320,0.2714, 11.7,3,3
3035995,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,320,0.2714, 11.7,3,3
3024561,Albumin [Mass/volume] in Serum or Plasma,320,0.2714, 11.7,3,3
3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,320,0.2714, 11.7,3,3
3006923,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,320,0.2714, 11.7,3,3
3024128,Bilirubin.total [Mass/volume] in Serum or Plasma,316,0.2680, 11.8,3,3
4052083,Measurement of respiratory function,280,0.2375,  1.3,3,7
4024958,Throat culture,277,0.2349,  1.2,3,8
3023103,Potassium [Moles/volume] in Serum or Plasma,214,0.1815, 10.6,3,4
3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",214,0.1815, 10.6,3,4
3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,214,0.1815, 10.6,3,4
3016723,Creatinine [Mass/volume] in Serum or Plasma,214,0.1815, 10.6,3,4
3014576,Chloride [Moles/volume] in Serum or Plasma,214,0.1815, 10.6,3,4
3004501,Glucose [Mass/volume] in Serum or Plasma,214,0.1815, 10.6,3,4
3006906,Calcium [Mass/volume] in Serum or Plasma,214,0.1815, 10.6,4,4
3019550,Sodium [Moles/volume] in Serum or Plasma,214,0.1815, 10.6,4,4
3001122,Ferritin [Mass/volume] in Serum or Plasma,208,0.1764,  6.6,4,5
3019897,Erythrocyte distribution width [Ratio] by Automated count,208,0.1764, 10.9,4,3
36306105,Troponin I.cardiac [Mass/volume] in Serum or Plasma by High sensitivity method,208,0.1764,  6.6,4,5
4091461,Standard pregnancy test,197,0.1671,  2.4,4,6
40768439,Drugs of abuse 5 panel - Urine by Screen method,196,0.1662,  1.7,4,7
4015052,"Hemogram, automated, with RBC, WBC, Hgb, Hct, Indices, Platelet count, and manual WBC differential",176,0.1493,  3.5,4,6
4149386,Urine screening for glucose,173,0.1467,  1.7,4,7
3010457,Eosinophils/100 leukocytes in Blood by Automated count,172,0.1459, 12.0,4,3
3007220,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma,172,0.1459,  6.8,4,4
3013869,Basophils/100 leukocytes in Blood by Automated count,172,0.1459, 12.0,4,3
3013650,Neutrophils [#/volume] in Blood by Automated count,172,0.1459, 12.0,4,3
3013429,Basophils [#/volume] in Blood by Automated count,172,0.1459, 12.0,4,3
3020460,C reactive protein [Mass/volume] in Serum or Plasma,172,0.1459,  6.8,4,4
3008342,Neutrophils/100 leukocytes in Blood by Automated count,172,0.1459, 12.0,4,3
3022217,INR in Platelet poor plasma by Coagulation assay,172,0.1459,  6.8,4,4
3022250,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,172,0.1459,  6.8,4,5
3051714,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma,172,0.1459,  6.8,4,5
3046279,Procalcitonin [Mass/volume] in Serum or Plasma,172,0.1459,  6.8,4,5
3011948,Monocytes/100 leukocytes in Blood by Automated count,172,0.1459, 12.0,5,3
3037511,Lymphocytes/100 leukocytes in Blood by Automated count,172,0.1459, 12.0,5,3
3034426,Prothrombin time (PT),172,0.1459,  6.8,5,5
3033575,Monocytes [#/volume] in Blood by Automated count,172,0.1459, 12.0,5,3
3004327,Lymphocytes [#/volume] in Blood by Automated count,172,0.1459, 12.0,5,3
3028615,Eosinophils [#/volume] in Blood by Automated count,172,0.1459, 12.0,5,3
4078285,Alpha-fetoprotein test - antenatal,171,0.1450,  1.8,5,6
4014117,Gonorrhea infection titer test,169,0.1433,  1.8,5,6
4151408,Syphilis infectious titer test,169,0.1433,  1.8,5,6
4136494,HIV antigen test,169,0.1433,  1.8,5,6
4102154,"Skin test for tuberculosis, Tine test",169,0.1433,  1.8,5,6
4258677,Blood group typing,169,0.1433,  1.8,5,6
4168615,Hepatitis B surface antigen measurement,169,0.1433,  1.8,5,6
4041881,Urine protein test,169,0.1433,  1.8,5,7
4191851,Urine screening test for diabetes,169,0.1433,  1.8,5,7
4149631,Chlamydia antigen test,169,0.1433,  1.8,5,7
4024509,Urine culture,169,0.1433,  1.8,5,7
4018603,"Hepatitis C antibody, confirmatory test",169,0.1433,  1.8,5,7
4018595,Measurement of Varicella-zoster virus antibody,169,0.1433,  1.8,5,7
4304821,Streptococcus pneumoniae group B antigen assay,167,0.1416,  1.7,5,7
3027970,Globulin [Mass/volume] in Serum by calculation,147,0.1247, 10.1,6,4
46236327,Weight-for-length Per age and sex,144,0.1221,  9.4,6,4
3000053,Head Occipital-frontal circumference,144,0.1221,  9.4,6,4
3009542,Hematocrit [Volume Fraction] of Blood,123,0.1043,  1.1,6,8
4033233,Peripheral blood smear interpretation,116,0.0984,  1.0,6,9
3008152,Bicarbonate [Moles/volume] in Arterial blood,91,0.0772, 12.3,6,2
3027946,Carbon dioxide [Partial pressure] in Arterial blood,91,0.0772, 12.3,6,2
3027801,Oxygen [Partial pressure] in Arterial blood,91,0.0772, 12.3,6,2
3019977,pH of Arterial blood,91,0.0772, 12.3,6,2
3024882,Oxygen/Inspired gas setting [Volume Fraction] Ventilator,91,0.0772, 12.3,6,2
3001802,Microalbumin/Creatinine [Mass Ratio] in Urine,86,0.0729, 29.5,6,1
3049273,DXA Radius and Ulna [T-score] Bone density,69,0.0585,  1.1,6,8
40761014,Hemoglobin.gastrointestinal.lower [Presence] in Stool by Immunoassay --1st specimen,69,0.0585,  1.0,6,9
3030315,Polyp size greatest dimension,69,0.0585,  1.0,6,9
3014599,Egg white IgE Ab [Units/volume] in Serum,62,0.0526,  1.3,6,7
3027231,Wheat IgE Ab [Units/volume] in Serum,62,0.0526,  1.3,6,7
3000876,Codfish IgE Ab [Units/volume] in Serum,62,0.0526,  1.3,6,7
3023430,Cat dander IgE Ab [Units/volume] in Serum,62,0.0526,  1.3,6,7
3036780,American house dust mite IgE Ab [Units/volume] in Serum,62,0.0526,  1.3,6,7
3001247,Common Ragweed IgE Ab [Units/volume] in Serum,62,0.0526,  1.3,6,7
3021226,Shrimp IgE Ab [Units/volume] in Serum,62,0.0526,  1.3,7,7
3020655,Honey bee IgE Ab [Units/volume] in Serum,62,0.0526,  1.3,7,8
3012494,Peanut IgE Ab [Units/volume] in Serum,62,0.0526,  1.3,7,8
3001488,Cow milk IgE Ab [Units/volume] in Serum,62,0.0526,  1.3,7,8
3019406,Latex IgE Ab [Units/volume] in Serum,62,0.0526,  1.3,7,8
3015076,Soybean IgE Ab [Units/volume] in Serum,62,0.0526,  1.3,7,8
3005136,Cladosporium herbarum IgE Ab [Units/volume] in Serum,62,0.0526,  1.3,7,8
3006451,Walnut IgE Ab [Units/volume] in Serum,62,0.0526,  1.3,7,8
3006734,White Oak IgE Ab [Units/volume] in Serum,62,0.0526,  1.3,7,8
3029187,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,37,0.0314,  5.4,7,5
3000185,Iron saturation [Mass Fraction] in Serum or Plasma,37,0.0314,  5.4,7,5
3027172,Left ventricular Ejection fraction,37,0.0314,  5.2,7,5
3021044,Iron binding capacity [Mass/volume] in Serum or Plasma,37,0.0314,  5.4,7,5
3002400,Iron [Mass/volume] in Serum or Plasma,37,0.0314,  5.4,7,5
3001420,Magnesium [Mass/volume] in Serum or Plasma,37,0.0314,  5.4,7,5
4060266,Antenatal RhD antibody screening,29,0.0246,  1.9,7,6
3011505,FEV1/FVC,26,0.0220, 11.6,7,3
3000330,Specific gravity of Urine by Test strip,26,0.0220, 15.0,7,1
3009261,Glucose [Presence] in Urine by Test strip,26,0.0220, 15.0,7,1
3022621,pH of Urine by Test strip,26,0.0220, 15.0,7,1
3021601,Nitrite [Presence] in Urine by Test strip,26,0.0220, 15.0,8,1
3008204,Clarity of Urine,26,0.0220, 15.0,8,1
3000348,Leukocyte esterase [Presence] in Urine by Test strip,26,0.0220, 15.0,8,1
3005897,Protein [Mass/volume] in Urine by Test strip,26,0.0220, 15.0,8,1
3007876,Appearance of Urine,26,0.0220, 29.9,8,1
4133840,Spirometry,26,0.0220, 11.6,8,3
3018834,Bilirubin.total [Presence] in Urine by Test strip,26,0.0220, 15.0,8,1
3024629,Glucose [Mass/volume] in Urine by Test strip,26,0.0220, 15.0,8,1
3014051,Protein [Presence] in Urine by Test strip,26,0.0220, 15.0,8,1
3011397,Hemoglobin [Presence] in Urine by Test strip,26,0.0220, 15.0,8,1
3006513,Bilirubin.total [Mass/volume] in Urine by Test strip,26,0.0220, 15.0,8,1
3023539,Ketones [Mass/volume] in Urine by Test strip,26,0.0220, 15.0,8,1
3035350,Ketones [Presence] in Urine by Test strip,26,0.0220, 15.0,8,1
3027162,Color of Urine,26,0.0220, 15.0,8,2
3014902,Physical findings of Prostate,21,0.0178,  6.2,8,5
3013603,Prostate specific Ag [Mass/volume] in Serum or Plasma,21,0.0178,  6.2,8,5
3051673,US Guidance for biopsy of Prostate,17,0.0144,  1.5,8,7
3026361,Erythrocytes [#/volume] in Blood,7,0.0059,  1.0,8,9
3007461,Platelets [#/volume] in Blood,7,0.0059,  1.0,8,9
3027598,Mean blood pressure,7,0.0059,  1.0,8,9
3024731,MCV [Entitic volume],7,0.0059,  1.0,9,9
40762125,Lactate [Mass/volume] in Blood,7,0.0059,  2.0,9,6
3028833,Bilirubin.total [Mass/volume] in Blood,7,0.0059,  1.0,9,9
3045716,Anion gap in Serum or Plasma,7,0.0059,  1.0,9,9
3010813,Leukocytes [#/volume] in Blood,7,0.0059,  1.0,9,9
3043469,Capillary refill [Time] of Nail bed,7,0.0059,  1.0,9,9
21494966,Physical findings of Abdomen by Palpation,7,0.0059,  1.0,9,9
3011367,Oxygen saturation Calculated from oxygen partial pressure in Blood,7,0.0059,  1.0,9,9
36304747,Gram positive blood culture panel by Probe in Positive blood culture,7,0.0059,  1.0,9,9
3002385,Erythrocyte distribution width [Ratio],7,0.0059,  1.0,9,9
36203170,Progesterone receptor Ag [Presence] in Breast cancer specimen by Immune stain,5,0.0042,  1.0,9,9
40762619,Treatment status Cancer,5,0.0042,  1.0,9,9
3007727,Regional lymph nodes.clinical [Class] Cancer,5,0.0042,  1.0,9,9
4200764,Human epidermal growth factor receptor 2 gene detection by fluorescence in situ hybridization,5,0.0042,  1.0,9,10
4161390,Human epidermal growth factor receptor 2 gene detection by immunohistochemistry,5,0.0042,  1.0,9,10
3022698,Stage group.clinical Cancer,5,0.0042,  1.8,9,7
3008841,Primary tumor.clinical [Class] Cancer,5,0.0042,  1.0,9,10
36203113,HER2 [Presence] in Breast cancer specimen by FISH,5,0.0042,  1.0,9,10
3046581,Size.maximum dimension in Tumor,5,0.0042,  1.0,9,10
3006575,Distant metastases.clinical [Class] Cancer,5,0.0042,  1.0,9,10
36203114,HER2 [Presence] in Breast cancer specimen by Immune stain,5,0.0042,  1.0,10,10
36203168,Estrogen receptor Ag [Presence] in Breast cancer specimen by Immune stain,5,0.0042,  1.0,10,10
3046523,Site of distant metastasis in Breast tumor,4,0.0034,  1.0,10,10
3000481,Estrogen+Progesterone receptor Ag [Presence] in Tissue by Immune stain,4,0.0034,  1.0,10,10
3009201,Thyrotropin [Units/volume] in Serum or Plasma,3,0.0025,  1.0,10,10
3008598,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,3,0.0025,  1.0,10,10
36203183,Lymph nodes with isolated tumor cells [#] in Cancer specimen by Light microscopy,3,0.0025,  1.0,10,10
46235010,Mental health Outpatient Note,2,0.0017, 17.5,10,1
36203174,Lymph nodes with macrometastases [#] in Cancer specimen by Light microscopy,2,0.0017,  1.0,10,10
42529398,Mental health Telehealth Note,2,0.0017, 17.5,10,1
4189544,Microbial culture,2,0.0017,  1.0,10,10
40769184,Percentage area affected by eczema Upper extremity - bilateral [PhenX],2,0.0017,  1.0,10,10
40769189,Percentage area affected by eczema Trunk [PhenX],2,0.0017,  1.0,10,10
40769194,Percentage area affected by eczema Lower extremity - bilateral [PhenX],2,0.0017,  1.0,10,10
44786664,Weight difference [Mass difference] --pre dialysis - post dialysis,2,0.0017,688.0,10,1
40769179,Percentage area affected by eczema Head and Neck [PhenX],2,0.0017,  1.0,10,10
3024717,Tumor marker Cancer,1,0.0008,  1.0,10,10
4012477,Glucose tolerance test,1,0.0008,  6.0,10,5
3023091,Interleukin 6 [Mass/volume] in Serum or Plasma,1,0.0008,  5.0,10,5
4015189,Microbial culture of sputum,1,0.0008, 41.0,10,1
