CONCEPT_ID,CONCEPT_NAME,NUM_PERSONS,PERCENT_PERSONS,RECORDS_PER_PERSON,PERCENT_PERSONS_NTILE,RECORDS_PER_PERSON_NTILE
46236327,Weight-for-length Per age and sex,251,0.1429,   9.5,6,4
3000053,Head Occipital-frontal circumference,251,0.1429,   9.5,6,4
4304821,Streptococcus pneumoniae group B antigen assay,248,0.1412,   1.7,6,7
3027970,Globulin [Mass/volume] in Serum by calculation,222,0.1263,  11.5,6,4
3009542,Hematocrit [Volume Fraction] of Blood,151,0.0859,   1.1,6,9
4033233,Peripheral blood smear interpretation,147,0.0837,   1.1,6,9
3019977,pH of Arterial blood,127,0.0723,  12.9,6,3
3027946,Carbon dioxide [Partial pressure] in Arterial blood,127,0.0723,  12.9,6,3
3024882,Oxygen/Inspired gas setting [Volume Fraction] Ventilator,127,0.0723,  12.9,6,3
3008152,Bicarbonate [Moles/volume] in Arterial blood,127,0.0723,  12.9,6,3
3027801,Oxygen [Partial pressure] in Arterial blood,127,0.0723,  12.9,6,3
3030315,Polyp size greatest dimension,109,0.0620,   1.1,6,9
40761014,Hemoglobin.gastrointestinal.lower [Presence] in Stool by Immunoassay --1st specimen,109,0.0620,   1.1,6,9
3049273,DXA Radius and Ulna [T-score] Bone density,102,0.0580,   1.2,6,8
3001802,Microalbumin/Creatinine [Mass Ratio] in Urine,97,0.0552,  30.9,6,1
3021226,Shrimp IgE Ab [Units/volume] in Serum,89,0.0506,   1.4,6,7
3014599,Egg white IgE Ab [Units/volume] in Serum,89,0.0506,   1.4,6,7
3023430,Cat dander IgE Ab [Units/volume] in Serum,89,0.0506,   1.4,6,7
3012494,Peanut IgE Ab [Units/volume] in Serum,89,0.0506,   1.4,6,7
3027231,Wheat IgE Ab [Units/volume] in Serum,89,0.0506,   1.4,7,7
3036780,American house dust mite IgE Ab [Units/volume] in Serum,89,0.0506,   1.4,7,7
3006734,White Oak IgE Ab [Units/volume] in Serum,89,0.0506,   1.4,7,7
3006451,Walnut IgE Ab [Units/volume] in Serum,89,0.0506,   1.4,7,7
3005136,Cladosporium herbarum IgE Ab [Units/volume] in Serum,89,0.0506,   1.4,7,7
3001488,Cow milk IgE Ab [Units/volume] in Serum,89,0.0506,   1.4,7,7
3001247,Common Ragweed IgE Ab [Units/volume] in Serum,89,0.0506,   1.4,7,8
3000876,Codfish IgE Ab [Units/volume] in Serum,89,0.0506,   1.4,7,8
3019406,Latex IgE Ab [Units/volume] in Serum,89,0.0506,   1.4,7,8
3015076,Soybean IgE Ab [Units/volume] in Serum,89,0.0506,   1.4,7,8
3020655,Honey bee IgE Ab [Units/volume] in Serum,89,0.0506,   1.4,7,8
4133840,Spirometry,59,0.0336,   9.1,7,4
3011505,FEV1/FVC,59,0.0336,   9.1,7,4
3029187,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,49,0.0279,   6.1,7,5
3021044,Iron binding capacity [Mass/volume] in Serum or Plasma,49,0.0279,   6.1,7,5
3000185,Iron saturation [Mass Fraction] in Serum or Plasma,49,0.0279,   6.1,7,5
3027172,Left ventricular Ejection fraction,49,0.0279,   5.7,7,5
3001420,Magnesium [Mass/volume] in Serum or Plasma,49,0.0279,   6.1,7,5
3002400,Iron [Mass/volume] in Serum or Plasma,49,0.0279,   6.1,7,5
3035350,Ketones [Presence] in Urine by Test strip,38,0.0216,  23.3,7,1
3000348,Leukocyte esterase [Presence] in Urine by Test strip,38,0.0216,  23.3,8,1
3000330,Specific gravity of Urine by Test strip,38,0.0216,  23.3,8,1
3007876,Appearance of Urine,38,0.0216,  46.6,8,1
3024629,Glucose [Mass/volume] in Urine by Test strip,38,0.0216,  23.3,8,1
3006513,Bilirubin.total [Mass/volume] in Urine by Test strip,38,0.0216,  23.3,8,1
3014051,Protein [Presence] in Urine by Test strip,38,0.0216,  23.3,8,1
3005897,Protein [Mass/volume] in Urine by Test strip,38,0.0216,  23.3,8,1
3018834,Bilirubin.total [Presence] in Urine by Test strip,38,0.0216,  23.3,8,1
3022621,pH of Urine by Test strip,38,0.0216,  23.3,8,1
3021601,Nitrite [Presence] in Urine by Test strip,38,0.0216,  23.3,8,1
3027162,Color of Urine,38,0.0216,  23.3,8,1
3008204,Clarity of Urine,38,0.0216,  23.3,8,1
3009261,Glucose [Presence] in Urine by Test strip,38,0.0216,  23.3,8,1
3011397,Hemoglobin [Presence] in Urine by Test strip,38,0.0216,  23.3,8,1
3023539,Ketones [Mass/volume] in Urine by Test strip,38,0.0216,  23.3,8,1
4060266,Antenatal RhD antibody screening,30,0.0171,   1.6,8,7
3014902,Physical findings of Prostate,22,0.0125,   5.5,8,5
3013603,Prostate specific Ag [Mass/volume] in Serum or Plasma,22,0.0125,   5.5,8,5
3051673,US Guidance for biopsy of Prostate,20,0.0114,   1.3,8,8
3043469,Capillary refill [Time] of Nail bed,17,0.0097,   1.1,8,9
40769189,Percentage area affected by eczema Trunk [PhenX],17,0.0097,   1.1,9,9
3011367,Oxygen saturation Calculated from oxygen partial pressure in Blood,17,0.0097,   1.1,9,9
40762125,Lactate [Mass/volume] in Blood,17,0.0097,   2.6,9,6
40769179,Percentage area affected by eczema Head and Neck [PhenX],17,0.0097,   1.1,9,9
36304747,Gram positive blood culture panel by Probe in Positive blood culture,17,0.0097,   1.1,9,9
40769194,Percentage area affected by eczema Lower extremity - bilateral [PhenX],17,0.0097,   1.1,9,9
3027598,Mean blood pressure,17,0.0097,   1.1,9,9
40769184,Percentage area affected by eczema Upper extremity - bilateral [PhenX],17,0.0097,   1.1,9,9
3007727,Regional lymph nodes.clinical [Class] Cancer,12,0.0068,   1.0,9,9
3046523,Site of distant metastasis in Breast tumor,12,0.0068,   1.0,9,9
3006575,Distant metastases.clinical [Class] Cancer,12,0.0068,   1.0,9,9
4161390,Human epidermal growth factor receptor 2 gene detection by immunohistochemistry,12,0.0068,   1.0,9,9
4200764,Human epidermal growth factor receptor 2 gene detection by fluorescence in situ hybridization,12,0.0068,   1.0,9,9
3022698,Stage group.clinical Cancer,12,0.0068,   2.0,9,6
36203113,HER2 [Presence] in Breast cancer specimen by FISH,12,0.0068,   1.0,9,9
36203114,HER2 [Presence] in Breast cancer specimen by Immune stain,12,0.0068,   1.0,9,9
36203168,Estrogen receptor Ag [Presence] in Breast cancer specimen by Immune stain,12,0.0068,   1.0,9,10
36203170,Progesterone receptor Ag [Presence] in Breast cancer specimen by Immune stain,12,0.0068,   1.0,9,10
40762619,Treatment status Cancer,12,0.0068,   1.0,9,10
3008841,Primary tumor.clinical [Class] Cancer,12,0.0068,   1.0,9,10
3046581,Size.maximum dimension in Tumor,11,0.0063,   1.0,10,10
3000481,Estrogen+Progesterone receptor Ag [Presence] in Tissue by Immune stain,6,0.0034,   1.0,10,10
4189544,Microbial culture,6,0.0034,   1.2,10,8
3009201,Thyrotropin [Units/volume] in Serum or Plasma,6,0.0034,   1.0,10,10
3008598,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,6,0.0034,   1.0,10,10
36203174,Lymph nodes with macrometastases [#] in Cancer specimen by Light microscopy,5,0.0029,   1.0,10,10
3026361,Erythrocytes [#/volume] in Blood,4,0.0023,   1.0,10,10
36203183,Lymph nodes with isolated tumor cells [#] in Cancer specimen by Light microscopy,4,0.0023,   1.0,10,10
21494966,Physical findings of Abdomen by Palpation,4,0.0023,   1.0,10,10
3024731,MCV [Entitic volume],4,0.0023,   1.0,10,10
3028833,Bilirubin.total [Mass/volume] in Blood,4,0.0023,   1.0,10,10
3010813,Leukocytes [#/volume] in Blood,4,0.0023,   1.0,10,10
3045716,Anion gap in Serum or Plasma,4,0.0023,   1.0,10,10
3007461,Platelets [#/volume] in Blood,4,0.0023,   1.0,10,10
3002385,Erythrocyte distribution width [Ratio],4,0.0023,   1.0,10,10
46235010,Mental health Outpatient Note,3,0.0017,  14.7,10,2
36203175,Lymph nodes with micrometastases [#] in Cancer specimen by Light microscopy,3,0.0017,   1.0,10,10
44786664,Weight difference [Mass difference] --pre dialysis - post dialysis,2,0.0011,1056.0,10,1
3023091,Interleukin 6 [Mass/volume] in Serum or Plasma,1,0.0006,   4.0,10,6
