CONCEPT_ID,CONCEPT_NAME,NUM_PERSONS,PERCENT_PERSONS,RECORDS_PER_PERSON,P25_VALUE,MEDIAN_VALUE,P75_VALUE,PERCENT_PERSONS_NTILE,RECORDS_PER_PERSON_NTILE
4156265,Facial laceration,56,0.0319,1.0,16,18,23,4,6
4109685,Laceration of foot,53,0.0302,1.1,17,20,24,4,3
4113008,Laceration of hand,53,0.0302,1.0,16,20,25,4,7
4237458,Fracture of clavicle,52,0.0296,1.1,58,73,98,4,3
4155034,Laceration of forearm,52,0.0296,1.1,16,21,24,4,3
4152936,Laceration of thigh,51,0.0290,1.0,16,18,24,4,7
321042,Cardiac arrest,49,0.0279,1.0,1,1,1,4,7
4229440,Chronic congestive heart failure,49,0.0279,1.1,1,1,1,4,3
40318618,Complete miscarriage,48,0.0273,1.2,9,12,17,4,1
132797,Sepsis,48,0.0273,1.1,1,1,1,4,3
4051466,Childhood asthma,48,0.0273,1.0,1,1,5583,4,7
192279,Disorder of kidney due to diabetes mellitus,46,0.0262,1.0,1,1,1,4,7
378419,Alzheimer's disease,46,0.0262,1.0,1,1,1,4,7
4048171,Perennial allergic rhinitis with seasonal variation,44,0.0250,1.0,1,1,1,5,7
4134304,Fracture subluxation of wrist,44,0.0250,1.1,46,75,94,5,3
4214376,Hyperglycemia,44,0.0250,1.0,1,1,1,5,7
4145808,Diarrhea symptom,44,0.0250,1.1,12,17,26,5,3
380378,Epilepsy,43,0.0245,1.1,1,1,1,5,3
4059173,Fracture of ankle,43,0.0245,1.1,47,70,90,5,3
443614,Chronic kidney disease stage 1,42,0.0239,1.0,1,1,1,5,7
4296204,Epidermal burn of skin,41,0.0233,1.1,19,26,34,5,3
4116491,Escherichia coli urinary tract infection,39,0.0222,1.3,7,7,14,5,1
196236,Septic shock,38,0.0216,1.1,1,1,1,5,3
4195694,Acute respiratory distress syndrome,38,0.0216,1.1,1,1,1,5,3
40486433,Perennial allergic rhinitis,38,0.0216,1.0,1,1,1,5,7
439393,Pre-eclampsia,35,0.0199,1.1,42,49,49,5,3
40405599,Fibromyalgia,34,0.0193,1.1,1,1,1,5,4
4166224,Rupture of appendix,34,0.0193,1.0,1,1,1,5,7
199076,Tubal pregnancy,32,0.0182,1.1,1,1,1,5,4
261325,Pulmonary emphysema,32,0.0182,1.0,1,1,1,5,7
195588,Cystitis,32,0.0182,1.1,7,7,7,5,4
75036,"Localized, primary osteoarthritis of the hand",31,0.0176,1.0,1,1,1,6,7
4112853,Malignant tumor of breast,31,0.0176,1.0,1,1,1,6,7
4262136,Blighted ovum,30,0.0171,1.0,9,13,16,6,7
37016354,Neuropathy due to type 2 diabetes mellitus,30,0.0171,1.0,1,1,1,6,7
37017023,Recurrent rectal polyp,29,0.0165,1.1,1,1,374,6,4
137613,Eclampsia in pregnancy,29,0.0165,1.1,21,21,28,6,4
4079749,Osteoarthritis of hip,28,0.0159,1.0,1,1,1,6,7
4226121,Retinopathy due to type 2 diabetes mellitus,28,0.0159,1.0,1,1,1,6,7
316139,Heart failure,27,0.0154,1.1,1,1,1,6,4
440086,Child attention deficit disorder,27,0.0154,1.0,1,416,2036,6,8
258780,Emphysematous bronchitis,27,0.0154,1.1,1,1,1,6,4
4129902,Neoplasm of prostate,26,0.0148,1.0,1,1,1,6,8
4296205,Partial thickness burn,26,0.0148,1.1,24,31,35,6,4
4329847,Myocardial infarction,25,0.0142,1.1,1,1,1,6,4
200970,Carcinoma in situ of prostate,25,0.0142,1.0,1,1,1,6,8
4084167,Acute allergic reaction,24,0.0137,1.1,0,0,0,6,4
133834,Atopic dermatitis,24,0.0137,1.1,1,1,4732,6,4
375671,Concussion with loss of consciousness,23,0.0131,1.0,39,60,73,6,8
4280726,Seasonal allergic rhinitis,23,0.0131,1.0,1,1,1,7,8
40480160,Pathological fracture due to osteoporosis,22,0.0125,1.2,62,70,98,7,1
4120613,Acquired coagulation disorder,21,0.0120,1.1,1,1,1,7,4
4230399,Closed fracture of hip,20,0.0114,1.1,62,80,98,7,4
4146173,Injury of tendon of the rotator cuff of shoulder,20,0.0114,1.0,55,62,65,7,8
4220631,Injury of kidney,18,0.0102,1.1,1,1,1,7,4
4311280,Injury of heart,18,0.0102,1.1,1,1,1,7,4
438130,Opioid abuse,17,0.0097,1.1,1,1,1,7,4
4094814,Bullet wound,16,0.0091,1.1,1,1,62,7,4
43530656,Nonproliferative retinopathy due to type 2 diabetes mellitus,15,0.0085,1.0,1,1,1,7,8
4142905,Fracture of rib,15,0.0085,1.0,47,65,95,7,8
4080695,Passive conjunctival congestion,15,0.0085,1.0,13,19,30,7,8
4056621,Recurrent urinary tract infection,14,0.0080,1.0,1,1,1,7,8
4115276,Non-small cell lung cancer,13,0.0074,1.1,1,1,1,7,4
4310703,"Non-small cell carcinoma of lung, TNM stage 1",13,0.0074,1.1,1,1,1,7,5
4309027,Idiopathic atrophic hypothyroidism,11,0.0063,1.0,1,1,1,7,8
4141827,Transformed migraine,11,0.0063,1.0,1,1,1,7,8
261687,Hemoptysis,10,0.0057,1.0,11,15,23,7,8
440674,Gout,10,0.0057,1.1,1,1,1,8,5
134438,Contact dermatitis,10,0.0057,1.2,292,310,452,8,1
40479422,Injury of medial collateral ligament of knee,10,0.0057,1.0,46,51,65,8,8
4152280,Major depressive disorder,10,0.0057,1.0,1,1,1,8,8
79740,Overlapping malignant neoplasm of colon,10,0.0057,1.2,1,1,727,8,1
40479768,Injury of anterior cruciate ligament,9,0.0051,1.1,51,65,78,8,5
4149245,Rupture of patellar tendon,8,0.0046,1.2,66,70,86,8,1
318800,Gastroesophageal reflux disease,7,0.0040,1.0,1,1,1,8,8
4180790,Malignant tumor of colon,7,0.0040,1.0,1,1,1,8,8
4218106,Alcoholism,7,0.0040,1.1,1,1,1,8,5
4134120,Cerebral palsy,7,0.0040,1.0,1,1,1,8,8
443601,Chronic kidney disease stage 2,7,0.0040,1.1,1,1,1,8,5
45769905,Microalbuminuria due to type 2 diabetes mellitus,7,0.0040,1.1,1,1,1,8,5
4329728,Spasticity,6,0.0034,1.0,1,1,1,8,9
4245614,Bleeding from anus,6,0.0034,1.0,1,1,1,8,9
4341247,Protracted diarrhea,6,0.0034,1.0,1,1,1,8,9
43530685,Proliferative retinopathy due to type 2 diabetes mellitus,6,0.0034,1.0,1,1,1,8,9
45770830,Macular edema and retinopathy due to type 2 diabetes mellitus,6,0.0034,1.0,1,1,1,8,9
4316217,Primary fibromyalgia syndrome,6,0.0034,1.0,1,1,1,9,9
432545,Bacterial infectious disease,6,0.0034,1.2,1,1,1,9,1
4048695,Fracture of vertebral column without spinal cord injury,6,0.0034,1.0,57,62,70,9,9
4160024,Poor muscle tone,5,0.0029,1.0,1,1,1,9,9
4001336,Concussion injury of brain,5,0.0029,1.0,38,39,76,9,9
4035415,Tear of meniscus of knee,5,0.0029,1.2,66,74,78,9,1
196456,Gallstone,4,0.0023,1.0,0,0,2,9,9
317009,Asthma,4,0.0023,1.0,1,1,1,9,9
198809,Acute cholecystitis,4,0.0023,1.0,0,0,2,9,9
4306084,Dislocation of hip joint,4,0.0023,1.0,1,1,1,9,9
4311765,Secondary malignant neoplasm of colon,4,0.0023,1.0,1,1,1,9,9
4132546,Traumatic brain injury,4,0.0023,1.0,1,1,1,9,9
80809,Rheumatoid arthritis,4,0.0023,1.0,1,1,1,9,9
4282096,"Major depression, single episode",3,0.0017,1.0,108,114,197,9,9
197500,Primary malignant neoplasm of colon,3,0.0017,1.0,410,483,497,9,10
44782520,Chronic paralysis due to lesion of spinal cord,3,0.0017,1.0,1,1,1,9,10
4196262,Metastasis from malignant tumor of prostate,3,0.0017,1.0,1,1,1,9,10
4043241,Familial Alzheimer's disease of early onset,3,0.0017,1.0,1,1,1,10,10
37395648,"Primary small cell malignant neoplasm of lung, TNM stage 1",2,0.0011,1.0,1,1,1,10,10
4066995,Fracture of vertebral column with spinal cord injury,2,0.0011,1.0,1,1,91,10,10
198199,Pyelonephritis,2,0.0011,1.5,7,7,7,10,1
45757499,Proteinuria due to type 2 diabetes mellitus,2,0.0011,1.5,1,1,1,10,1
4207204,Excessive salivation,2,0.0011,1.0,1,1,1,10,10
4299128,Full thickness burn,2,0.0011,1.0,48,48,48,10,10
4110591,Small cell carcinoma of lung,2,0.0011,1.0,1,1,1,10,10
40277917,Intellectual disability,2,0.0011,1.0,1,1,1,10,10
443597,Chronic kidney disease stage 3,2,0.0011,1.5,1,1,1,10,1
201965,Shock,2,0.0011,1.0,1,1,1,10,10
45763582,Blindness due to type 2 diabetes mellitus,1,0.0006,1.0,1,1,1,10,10
4329041,Pain,1,0.0006,1.0,1,1,1,10,10
75860,Constipation,1,0.0006,1.0,1,1,1,10,10
375800,Dystonia,1,0.0006,1.0,1,1,1,10,10
4266842,Dribbling from mouth,1,0.0006,1.0,1,1,1,10,10
4021336,At risk for suicide,1,0.0006,1.0,1,1,1,10,10
