CONCEPT_ID,CONCEPT_NAME,NUM_PERSONS,PERCENT_PERSONS,RECORDS_PER_PERSON,P25_VALUE,MEDIAN_VALUE,P75_VALUE,PERCENT_PERSONS_NTILE,RECORDS_PER_PERSON_NTILE
1398399,exemestane,2,0.0011, 1.0,0,0,0,9,9
1348265,anastrozole,2,0.0011, 1.0,0,0,0,9,9
1792515,chloroquine,2,0.0011, 1.0,0,0,0,9,9
19002770,desflurane,2,0.0011, 1.0,0,0,0,9,9
1338512,doxorubicin,2,0.0011, 1.0,144,144,150,9,9
1344354,epirubicin,2,0.0011, 1.0,148,148,150,9,9
19016749,remifentanil,2,0.0011, 1.0,0,0,0,9,10
1350504,etoposide,2,0.0011, 1.0,1169,1169,1491,9,10
1301125,epoetin alfa,2,0.0011, 1.5,1390,2600,2600,9,2
715259,duloxetine,2,0.0011, 1.5,30,30,30,10,2
40170911,liraglutide,2,0.0011, 1.0,371,371,371,10,10
1387104,trastuzumab,1,0.0006, 1.0,0,0,0,10,10
1714319,naltrexone,1,0.0006, 1.0,0,0,0,10,10
1728416,penicillin G,1,0.0006, 1.0,14,14,14,10,10
1734104,azithromycin,1,0.0006, 1.0,0,0,0,10,10
45892075,palbociclib,1,0.0006, 1.0,0,0,0,10,10
19059528,alfentanil,1,0.0006, 1.0,0,0,0,10,10
19073699,hyaluronidase,1,0.0006, 1.0,0,0,0,10,10
19080226,milnacipran,1,0.0006, 1.0,0,0,0,10,10
789837,botulinum toxin type B,1,0.0006, 1.0,0,0,0,10,10
40171288,tocilizumab,1,0.0006, 1.0,0,0,0,10,10
729855,botulinum toxin type A,1,0.0006, 2.0,0,0,0,10,1
