CONCEPT_ID,CONCEPT_NAME,NUM_PERSONS,PERCENT_PERSONS,RECORDS_PER_PERSON,PERCENT_PERSONS_NTILE,RECORDS_PER_PERSON_NTILE
3001420,Magnesium [Mass/volume] in Serum or Plasma,3,0.0246, 6.7,9,4
3027172,Left ventricular Ejection fraction,3,0.0246, 4.3,9,6
3011367,Oxygen saturation Calculated from oxygen partial pressure in Blood,3,0.0246, 1.0,9,9
40762125,Lactate [Mass/volume] in Blood,3,0.0246, 2.0,9,6
3022698,Stage group.clinical Cancer,2,0.0164, 2.0,9,6
3006575,Distant metastases.clinical [Class] Cancer,2,0.0164, 1.0,9,9
4200764,Human epidermal growth factor receptor 2 gene detection by fluorescence in situ hybridization,2,0.0164, 1.0,9,9
3046581,Size.maximum dimension in Tumor,2,0.0164, 1.0,9,9
3046523,Site of distant metastasis in Breast tumor,2,0.0164, 1.0,9,10
36203113,HER2 [Presence] in Breast cancer specimen by FISH,2,0.0164, 1.0,9,10
36203114,HER2 [Presence] in Breast cancer specimen by Immune stain,2,0.0164, 1.0,10,10
36203168,Estrogen receptor Ag [Presence] in Breast cancer specimen by Immune stain,2,0.0164, 1.0,10,10
36203170,Progesterone receptor Ag [Presence] in Breast cancer specimen by Immune stain,2,0.0164, 1.0,10,10
3007727,Regional lymph nodes.clinical [Class] Cancer,2,0.0164, 1.0,10,10
3027598,Mean blood pressure,2,0.0164, 1.0,10,10
3008841,Primary tumor.clinical [Class] Cancer,2,0.0164, 1.0,10,10
40762619,Treatment status Cancer,2,0.0164, 1.0,10,10
4161390,Human epidermal growth factor receptor 2 gene detection by immunohistochemistry,2,0.0164, 1.0,10,10
4189544,Microbial culture,1,0.0082, 1.0,10,10
40769194,Percentage area affected by eczema Lower extremity - bilateral [PhenX],1,0.0082, 1.0,10,10
3011505,FEV1/FVC,1,0.0082,11.0,10,3
40769179,Percentage area affected by eczema Head and Neck [PhenX],1,0.0082, 1.0,10,10
40769184,Percentage area affected by eczema Upper extremity - bilateral [PhenX],1,0.0082, 1.0,10,10
40769189,Percentage area affected by eczema Trunk [PhenX],1,0.0082, 1.0,10,10
4133840,Spirometry,1,0.0082,11.0,10,3
4060266,Antenatal RhD antibody screening,1,0.0082, 1.0,10,10
36203183,Lymph nodes with isolated tumor cells [#] in Cancer specimen by Light microscopy,1,0.0082, 1.0,10,10
36203175,Lymph nodes with micrometastases [#] in Cancer specimen by Light microscopy,1,0.0082, 1.0,10,10
