domain,date,records
Condition era,1966-03-01T00:00:00Z,1
Condition era,1966-07-01T00:00:00Z,1
Condition era,1967-10-01T00:00:00Z,2
Condition era,1968-08-01T00:00:00Z,1
Condition era,1969-07-01T00:00:00Z,1
Condition era,1969-09-01T00:00:00Z,1
Condition era,1969-11-01T00:00:00Z,2
Condition era,1970-03-01T00:00:00Z,1
Condition era,1970-05-01T00:00:00Z,1
Condition era,1970-09-01T00:00:00Z,1
Condition era,1970-10-01T00:00:00Z,1
Condition era,1971-03-01T00:00:00Z,1
Condition era,1971-09-01T00:00:00Z,3
Condition era,1971-10-01T00:00:00Z,1
Condition era,1971-11-01T00:00:00Z,1
Condition era,1972-02-01T00:00:00Z,1
Condition era,1972-10-01T00:00:00Z,1
Condition era,1973-07-01T00:00:00Z,1
Condition era,1973-12-01T00:00:00Z,1
Condition era,1974-04-01T00:00:00Z,1
Condition era,1974-05-01T00:00:00Z,2
Condition era,1974-10-01T00:00:00Z,1
Condition era,1975-02-01T00:00:00Z,4
Condition era,1975-05-01T00:00:00Z,1
Condition era,1975-10-01T00:00:00Z,2
Condition era,1975-11-01T00:00:00Z,1
Condition era,1976-03-01T00:00:00Z,1
Condition era,1976-10-01T00:00:00Z,1
Condition era,1977-02-01T00:00:00Z,1
Condition era,1977-03-01T00:00:00Z,1
Condition era,1977-06-01T00:00:00Z,1
Condition era,1977-07-01T00:00:00Z,2
Condition era,1977-12-01T00:00:00Z,1
Condition era,1978-03-01T00:00:00Z,1
Condition era,1978-06-01T00:00:00Z,1
Condition era,1978-07-01T00:00:00Z,1
Condition era,1978-09-01T00:00:00Z,1
Condition era,1978-11-01T00:00:00Z,1
Condition era,1979-02-01T00:00:00Z,2
Condition era,1979-05-01T00:00:00Z,2
Condition era,1979-06-01T00:00:00Z,1
Condition era,1979-08-01T00:00:00Z,1
Condition era,1979-10-01T00:00:00Z,2
Condition era,1979-12-01T00:00:00Z,2
Condition era,1980-04-01T00:00:00Z,1
Condition era,1980-05-01T00:00:00Z,4
Condition era,1980-08-01T00:00:00Z,1
Condition era,1980-11-01T00:00:00Z,1
Condition era,1981-01-01T00:00:00Z,2
Condition era,1981-02-01T00:00:00Z,1
Condition era,1981-04-01T00:00:00Z,1
Condition era,1981-08-01T00:00:00Z,1
Condition era,1981-10-01T00:00:00Z,1
Condition era,1981-11-01T00:00:00Z,3
Condition era,1982-01-01T00:00:00Z,2
Condition era,1982-02-01T00:00:00Z,3
Condition era,1982-04-01T00:00:00Z,1
Condition era,1982-05-01T00:00:00Z,2
Condition era,1982-09-01T00:00:00Z,1
Condition era,1982-10-01T00:00:00Z,3
Condition era,1983-02-01T00:00:00Z,1
Condition era,1983-03-01T00:00:00Z,1
Condition era,1983-07-01T00:00:00Z,1
Condition era,1983-11-01T00:00:00Z,2
Condition era,1984-05-01T00:00:00Z,2
Condition era,1984-06-01T00:00:00Z,3
Condition era,1984-07-01T00:00:00Z,1
Condition era,1984-09-01T00:00:00Z,1
Condition era,1984-10-01T00:00:00Z,1
Condition era,1984-11-01T00:00:00Z,1
Condition era,1984-12-01T00:00:00Z,1
Condition era,1985-01-01T00:00:00Z,1
Condition era,1985-03-01T00:00:00Z,1
Condition era,1985-06-01T00:00:00Z,1
Condition era,1986-02-01T00:00:00Z,1
Condition era,1986-11-01T00:00:00Z,2
Condition era,1987-05-01T00:00:00Z,1
Condition era,1987-07-01T00:00:00Z,1
Condition era,1987-11-01T00:00:00Z,2
Condition era,1988-02-01T00:00:00Z,1
Condition era,1988-04-01T00:00:00Z,1
Condition era,1988-07-01T00:00:00Z,3
Condition era,1988-08-01T00:00:00Z,1
Condition era,1988-10-01T00:00:00Z,1
Condition era,1988-11-01T00:00:00Z,1
Condition era,1989-02-01T00:00:00Z,1
Condition era,1989-05-01T00:00:00Z,2
Condition era,1989-06-01T00:00:00Z,2
Condition era,1989-07-01T00:00:00Z,3
Condition era,1989-11-01T00:00:00Z,1
Condition era,1990-01-01T00:00:00Z,1
Condition era,1990-03-01T00:00:00Z,1
Condition era,1990-04-01T00:00:00Z,1
Condition era,1990-05-01T00:00:00Z,1
Condition era,1990-08-01T00:00:00Z,2
Condition era,1990-09-01T00:00:00Z,2
Condition era,1990-11-01T00:00:00Z,1
Condition era,1991-01-01T00:00:00Z,2
Condition era,1991-02-01T00:00:00Z,1
Condition era,1991-09-01T00:00:00Z,1
Condition era,1991-10-01T00:00:00Z,1
Condition era,1992-01-01T00:00:00Z,1
Condition era,1992-02-01T00:00:00Z,1
Condition era,1992-03-01T00:00:00Z,2
Condition era,1992-06-01T00:00:00Z,1
Condition era,1992-07-01T00:00:00Z,2
Condition era,1992-08-01T00:00:00Z,1
Condition era,1992-09-01T00:00:00Z,3
Condition era,1992-10-01T00:00:00Z,1
Condition era,1992-11-01T00:00:00Z,1
Condition era,1992-12-01T00:00:00Z,2
Condition era,1993-01-01T00:00:00Z,1
Condition era,1993-04-01T00:00:00Z,5
Condition era,1993-07-01T00:00:00Z,5
Condition era,1993-11-01T00:00:00Z,3
Condition era,1994-01-01T00:00:00Z,1
Condition era,1994-10-01T00:00:00Z,1
Condition era,1994-12-01T00:00:00Z,4
Condition era,1995-01-01T00:00:00Z,1
Condition era,1995-02-01T00:00:00Z,1
Condition era,1995-03-01T00:00:00Z,3
Condition era,1995-04-01T00:00:00Z,1
Condition era,1995-07-01T00:00:00Z,2
Condition era,1995-08-01T00:00:00Z,2
Condition era,1995-09-01T00:00:00Z,1
Condition era,1996-01-01T00:00:00Z,1
Condition era,1996-02-01T00:00:00Z,3
Condition era,1996-06-01T00:00:00Z,2
Condition era,1996-08-01T00:00:00Z,1
Condition era,1996-12-01T00:00:00Z,1
Condition era,1997-01-01T00:00:00Z,1
Condition era,1997-02-01T00:00:00Z,2
Condition era,1997-11-01T00:00:00Z,1
Condition era,1998-02-01T00:00:00Z,2
Condition era,1998-06-01T00:00:00Z,1
Condition era,1998-08-01T00:00:00Z,3
Condition era,1998-09-01T00:00:00Z,1
Condition era,1998-11-01T00:00:00Z,1
Condition era,1999-02-01T00:00:00Z,1
Condition era,1999-03-01T00:00:00Z,1
Condition era,1999-06-01T00:00:00Z,1
Condition era,1999-07-01T00:00:00Z,1
Condition era,1999-08-01T00:00:00Z,1
Condition era,1999-09-01T00:00:00Z,2
Condition era,2000-06-01T00:00:00Z,1
Condition era,2000-12-01T00:00:00Z,1
Condition era,2001-02-01T00:00:00Z,1
Condition era,2001-04-01T00:00:00Z,4
Condition era,2001-07-01T00:00:00Z,1
Condition era,2001-09-01T00:00:00Z,1
Condition era,2001-12-01T00:00:00Z,2
Condition era,2002-02-01T00:00:00Z,2
Condition era,2002-05-01T00:00:00Z,2
Condition era,2002-06-01T00:00:00Z,1
Condition era,2002-07-01T00:00:00Z,4
Condition era,2003-01-01T00:00:00Z,2
Condition era,2003-04-01T00:00:00Z,3
Condition era,2003-09-01T00:00:00Z,1
Condition era,2003-11-01T00:00:00Z,1
Condition era,2004-01-01T00:00:00Z,1
Condition era,2004-06-01T00:00:00Z,1
Condition era,2005-03-01T00:00:00Z,1
Condition era,2005-04-01T00:00:00Z,4
Condition era,2005-06-01T00:00:00Z,2
Condition era,2005-08-01T00:00:00Z,1
Condition era,2005-10-01T00:00:00Z,1
Condition era,2005-11-01T00:00:00Z,1
Condition era,2006-01-01T00:00:00Z,1
Condition era,2006-03-01T00:00:00Z,1
Condition era,2006-06-01T00:00:00Z,1
Condition era,2007-07-01T00:00:00Z,2
Condition era,2008-05-01T00:00:00Z,1
Condition era,2009-04-01T00:00:00Z,3
Condition era,2009-06-01T00:00:00Z,1
Condition era,2009-07-01T00:00:00Z,1
Condition era,2009-09-01T00:00:00Z,2
Condition era,2009-12-01T00:00:00Z,1
Condition era,2010-01-01T00:00:00Z,1
Condition era,2010-04-01T00:00:00Z,1
Condition era,2010-07-01T00:00:00Z,2
Condition era,2010-08-01T00:00:00Z,1
Condition era,2010-09-01T00:00:00Z,2
Condition era,2010-10-01T00:00:00Z,1
Condition era,2010-11-01T00:00:00Z,1
Condition era,2011-02-01T00:00:00Z,2
Condition era,2011-03-01T00:00:00Z,5
Condition era,2011-04-01T00:00:00Z,6
Condition era,2011-05-01T00:00:00Z,2
Condition era,2011-06-01T00:00:00Z,1
Condition era,2011-07-01T00:00:00Z,3
Condition era,2011-08-01T00:00:00Z,2
Condition era,2011-09-01T00:00:00Z,3
Condition era,2011-10-01T00:00:00Z,5
Condition era,2011-11-01T00:00:00Z,2
Condition era,2011-12-01T00:00:00Z,1
Condition era,2012-01-01T00:00:00Z,3
Condition era,2012-02-01T00:00:00Z,5
Condition era,2012-03-01T00:00:00Z,5
Condition era,2012-05-01T00:00:00Z,9
Condition era,2012-06-01T00:00:00Z,7
Condition era,2012-07-01T00:00:00Z,6
Condition era,2012-08-01T00:00:00Z,3
Condition era,2012-09-01T00:00:00Z,5
Condition era,2012-10-01T00:00:00Z,3
Condition era,2012-11-01T00:00:00Z,2
Condition era,2012-12-01T00:00:00Z,6
Condition era,2013-01-01T00:00:00Z,4
Condition era,2013-02-01T00:00:00Z,6
Condition era,2013-03-01T00:00:00Z,2
Condition era,2013-04-01T00:00:00Z,4
Condition era,2013-05-01T00:00:00Z,4
Condition era,2013-06-01T00:00:00Z,3
Condition era,2013-07-01T00:00:00Z,4
Condition era,2013-08-01T00:00:00Z,6
Condition era,2013-09-01T00:00:00Z,2
Condition era,2013-10-01T00:00:00Z,3
Condition era,2013-11-01T00:00:00Z,4
Condition era,2013-12-01T00:00:00Z,3
Condition era,2014-01-01T00:00:00Z,7
Condition era,2014-02-01T00:00:00Z,25
Condition era,2014-03-01T00:00:00Z,4
Condition era,2014-04-01T00:00:00Z,2
Condition era,2014-05-01T00:00:00Z,5
Condition era,2014-06-01T00:00:00Z,9
Condition era,2014-07-01T00:00:00Z,1
Condition era,2014-08-01T00:00:00Z,6
Condition era,2014-09-01T00:00:00Z,5
Condition era,2014-10-01T00:00:00Z,2
Condition era,2014-11-01T00:00:00Z,3
Condition era,2014-12-01T00:00:00Z,9
Condition era,2015-01-01T00:00:00Z,7
Condition era,2015-02-01T00:00:00Z,5
Condition era,2015-03-01T00:00:00Z,4
Condition era,2015-04-01T00:00:00Z,2
Condition era,2015-05-01T00:00:00Z,4
Condition era,2015-06-01T00:00:00Z,3
Condition era,2015-07-01T00:00:00Z,2
Condition era,2015-08-01T00:00:00Z,6
Condition era,2015-09-01T00:00:00Z,3
Condition era,2015-10-01T00:00:00Z,4
Condition era,2015-11-01T00:00:00Z,5
Condition era,2015-12-01T00:00:00Z,5
Condition era,2016-01-01T00:00:00Z,2
Condition era,2016-02-01T00:00:00Z,1
Condition era,2016-03-01T00:00:00Z,3
Condition era,2016-04-01T00:00:00Z,5
Condition era,2016-05-01T00:00:00Z,4
Condition era,2016-06-01T00:00:00Z,7
Condition era,2016-07-01T00:00:00Z,2
Condition era,2016-08-01T00:00:00Z,3
Condition era,2016-09-01T00:00:00Z,2
Condition era,2016-10-01T00:00:00Z,11
Condition era,2016-11-01T00:00:00Z,4
Condition era,2016-12-01T00:00:00Z,5
Condition era,2017-01-01T00:00:00Z,5
Condition era,2017-02-01T00:00:00Z,4
Condition era,2017-03-01T00:00:00Z,8
Condition era,2017-04-01T00:00:00Z,1
Condition era,2017-05-01T00:00:00Z,3
Condition era,2017-06-01T00:00:00Z,3
Condition era,2017-07-01T00:00:00Z,2
Condition era,2017-08-01T00:00:00Z,4
Condition era,2017-09-01T00:00:00Z,1
Condition era,2017-10-01T00:00:00Z,6
Condition era,2017-11-01T00:00:00Z,4
Condition era,2017-12-01T00:00:00Z,3
Condition era,2018-01-01T00:00:00Z,1
Condition era,2018-02-01T00:00:00Z,4
Condition era,2018-03-01T00:00:00Z,2
Condition era,2018-04-01T00:00:00Z,5
Condition era,2018-05-01T00:00:00Z,2
Condition era,2018-06-01T00:00:00Z,7
Condition era,2018-07-01T00:00:00Z,6
Condition era,2018-08-01T00:00:00Z,3
Condition era,2018-09-01T00:00:00Z,4
Condition era,2018-10-01T00:00:00Z,3
Condition era,2018-11-01T00:00:00Z,8
Condition era,2018-12-01T00:00:00Z,2
Condition era,2019-01-01T00:00:00Z,5
Condition era,2019-02-01T00:00:00Z,2
Condition era,2019-03-01T00:00:00Z,4
Condition era,2019-04-01T00:00:00Z,3
Condition era,2019-05-01T00:00:00Z,8
Condition era,2019-06-01T00:00:00Z,2
Condition era,2019-07-01T00:00:00Z,5
Condition era,2019-08-01T00:00:00Z,4
Condition era,2019-09-01T00:00:00Z,4
Condition era,2019-10-01T00:00:00Z,3
Condition era,2019-11-01T00:00:00Z,3
Condition era,2019-12-01T00:00:00Z,4
Condition era,2020-01-01T00:00:00Z,6
Condition era,2020-02-01T00:00:00Z,118
Condition era,2020-03-01T00:00:00Z,548
Condition era,2020-04-01T00:00:00Z,5
Condition era,2020-05-01T00:00:00Z,6
Condition era,2020-06-01T00:00:00Z,3
Condition era,2020-07-01T00:00:00Z,3
Condition era,2020-08-01T00:00:00Z,4
Condition era,2020-09-01T00:00:00Z,3
Condition era,2020-10-01T00:00:00Z,3
Condition era,2020-11-01T00:00:00Z,7
Condition era,2020-12-01T00:00:00Z,9
Condition occurrence,1922-10-01T00:00:00Z,1
Condition occurrence,1923-12-01T00:00:00Z,1
Condition occurrence,1926-04-01T00:00:00Z,1
Condition occurrence,1928-09-01T00:00:00Z,1
Condition occurrence,1930-10-01T00:00:00Z,1
Condition occurrence,1932-01-01T00:00:00Z,1
Condition occurrence,1932-12-01T00:00:00Z,1
Condition occurrence,1933-01-01T00:00:00Z,1
Condition occurrence,1934-01-01T00:00:00Z,1
Condition occurrence,1934-02-01T00:00:00Z,1
Condition occurrence,1935-04-01T00:00:00Z,1
Condition occurrence,1937-04-01T00:00:00Z,2
Condition occurrence,1937-12-01T00:00:00Z,1
Condition occurrence,1938-10-01T00:00:00Z,2
Condition occurrence,1939-02-01T00:00:00Z,2
Condition occurrence,1941-08-01T00:00:00Z,1
Condition occurrence,1941-09-01T00:00:00Z,1
Condition occurrence,1941-10-01T00:00:00Z,1
Condition occurrence,1942-03-01T00:00:00Z,2
Condition occurrence,1943-02-01T00:00:00Z,4
Condition occurrence,1943-10-01T00:00:00Z,1
Condition occurrence,1944-05-01T00:00:00Z,1
Condition occurrence,1944-10-01T00:00:00Z,1
Condition occurrence,1944-12-01T00:00:00Z,1
Condition occurrence,1945-06-01T00:00:00Z,1
Condition occurrence,1946-02-01T00:00:00Z,3
Condition occurrence,1947-04-01T00:00:00Z,1
Condition occurrence,1947-07-01T00:00:00Z,1
Condition occurrence,1947-12-01T00:00:00Z,1
Condition occurrence,1948-04-01T00:00:00Z,1
Condition occurrence,1949-01-01T00:00:00Z,1
Condition occurrence,1949-02-01T00:00:00Z,1
Condition occurrence,1949-07-01T00:00:00Z,3
Condition occurrence,1949-11-01T00:00:00Z,1
Condition occurrence,1950-04-01T00:00:00Z,7
Condition occurrence,1950-08-01T00:00:00Z,1
Condition occurrence,1951-07-01T00:00:00Z,1
Condition occurrence,1952-01-01T00:00:00Z,1
Condition occurrence,1952-05-01T00:00:00Z,2
Condition occurrence,1952-07-01T00:00:00Z,1
Condition occurrence,1952-12-01T00:00:00Z,1
Condition occurrence,1953-02-01T00:00:00Z,1
Condition occurrence,1954-01-01T00:00:00Z,1
Condition occurrence,1954-03-01T00:00:00Z,1
Condition occurrence,1954-04-01T00:00:00Z,1
Condition occurrence,1954-12-01T00:00:00Z,1
Condition occurrence,1956-05-01T00:00:00Z,2
Condition occurrence,1957-05-01T00:00:00Z,5
Condition occurrence,1957-11-01T00:00:00Z,1
Condition occurrence,1958-08-01T00:00:00Z,2
Condition occurrence,1959-03-01T00:00:00Z,1
Condition occurrence,1959-08-01T00:00:00Z,2
Condition occurrence,1960-06-01T00:00:00Z,2
Condition occurrence,1960-09-01T00:00:00Z,1
Condition occurrence,1961-03-01T00:00:00Z,2
Condition occurrence,1961-07-01T00:00:00Z,1
Condition occurrence,1961-09-01T00:00:00Z,1
Condition occurrence,1962-09-01T00:00:00Z,2
Condition occurrence,1963-03-01T00:00:00Z,1
Condition occurrence,1963-08-01T00:00:00Z,1
Condition occurrence,1963-09-01T00:00:00Z,1
Condition occurrence,1964-01-01T00:00:00Z,1
Condition occurrence,1964-05-01T00:00:00Z,1
Condition occurrence,1965-03-01T00:00:00Z,1
Condition occurrence,1965-09-01T00:00:00Z,1
Condition occurrence,1966-03-01T00:00:00Z,1
Condition occurrence,1966-07-01T00:00:00Z,1
Condition occurrence,1967-10-01T00:00:00Z,2
Condition occurrence,1968-08-01T00:00:00Z,1
Condition occurrence,1969-07-01T00:00:00Z,1
Condition occurrence,1969-09-01T00:00:00Z,1
Condition occurrence,1969-11-01T00:00:00Z,2
Condition occurrence,1970-03-01T00:00:00Z,1
Condition occurrence,1970-05-01T00:00:00Z,1
Condition occurrence,1970-09-01T00:00:00Z,1
Condition occurrence,1970-10-01T00:00:00Z,1
Condition occurrence,1971-03-01T00:00:00Z,1
Condition occurrence,1971-09-01T00:00:00Z,3
Condition occurrence,1971-10-01T00:00:00Z,1
Condition occurrence,1971-11-01T00:00:00Z,1
Condition occurrence,1972-02-01T00:00:00Z,1
Condition occurrence,1972-10-01T00:00:00Z,1
Condition occurrence,1973-07-01T00:00:00Z,1
Condition occurrence,1973-12-01T00:00:00Z,1
Condition occurrence,1974-04-01T00:00:00Z,1
Condition occurrence,1974-05-01T00:00:00Z,2
Condition occurrence,1974-10-01T00:00:00Z,1
Condition occurrence,1975-02-01T00:00:00Z,4
Condition occurrence,1975-05-01T00:00:00Z,1
Condition occurrence,1975-10-01T00:00:00Z,2
Condition occurrence,1975-11-01T00:00:00Z,1
Condition occurrence,1976-03-01T00:00:00Z,1
Condition occurrence,1976-10-01T00:00:00Z,1
Condition occurrence,1977-02-01T00:00:00Z,1
Condition occurrence,1977-03-01T00:00:00Z,1
Condition occurrence,1977-07-01T00:00:00Z,2
Condition occurrence,1977-12-01T00:00:00Z,1
Condition occurrence,1978-03-01T00:00:00Z,1
Condition occurrence,1978-06-01T00:00:00Z,1
Condition occurrence,1978-07-01T00:00:00Z,1
Condition occurrence,1978-09-01T00:00:00Z,1
Condition occurrence,1978-11-01T00:00:00Z,1
Condition occurrence,1979-02-01T00:00:00Z,2
Condition occurrence,1979-05-01T00:00:00Z,2
Condition occurrence,1979-06-01T00:00:00Z,1
Condition occurrence,1979-08-01T00:00:00Z,1
Condition occurrence,1979-10-01T00:00:00Z,2
Condition occurrence,1979-12-01T00:00:00Z,2
Condition occurrence,1980-04-01T00:00:00Z,1
Condition occurrence,1980-05-01T00:00:00Z,4
Condition occurrence,1980-08-01T00:00:00Z,1
Condition occurrence,1980-11-01T00:00:00Z,1
Condition occurrence,1981-01-01T00:00:00Z,2
Condition occurrence,1981-02-01T00:00:00Z,1
Condition occurrence,1981-04-01T00:00:00Z,1
Condition occurrence,1981-08-01T00:00:00Z,1
Condition occurrence,1981-10-01T00:00:00Z,1
Condition occurrence,1981-11-01T00:00:00Z,3
Condition occurrence,1982-01-01T00:00:00Z,2
Condition occurrence,1982-02-01T00:00:00Z,3
Condition occurrence,1982-04-01T00:00:00Z,1
Condition occurrence,1982-05-01T00:00:00Z,2
Condition occurrence,1982-09-01T00:00:00Z,1
Condition occurrence,1982-10-01T00:00:00Z,3
Condition occurrence,1983-02-01T00:00:00Z,1
Condition occurrence,1983-03-01T00:00:00Z,1
Condition occurrence,1983-07-01T00:00:00Z,1
Condition occurrence,1983-11-01T00:00:00Z,2
Condition occurrence,1984-05-01T00:00:00Z,2
Condition occurrence,1984-06-01T00:00:00Z,2
Condition occurrence,1984-07-01T00:00:00Z,1
Condition occurrence,1984-09-01T00:00:00Z,1
Condition occurrence,1984-10-01T00:00:00Z,1
Condition occurrence,1984-11-01T00:00:00Z,1
Condition occurrence,1984-12-01T00:00:00Z,1
Condition occurrence,1985-01-01T00:00:00Z,1
Condition occurrence,1985-03-01T00:00:00Z,1
Condition occurrence,1985-06-01T00:00:00Z,1
Condition occurrence,1986-02-01T00:00:00Z,1
Condition occurrence,1986-11-01T00:00:00Z,2
Condition occurrence,1987-05-01T00:00:00Z,1
Condition occurrence,1987-07-01T00:00:00Z,1
Condition occurrence,1987-11-01T00:00:00Z,2
Condition occurrence,1988-02-01T00:00:00Z,1
Condition occurrence,1988-04-01T00:00:00Z,1
Condition occurrence,1988-07-01T00:00:00Z,3
Condition occurrence,1988-08-01T00:00:00Z,1
Condition occurrence,1988-10-01T00:00:00Z,1
Condition occurrence,1988-11-01T00:00:00Z,1
Condition occurrence,1989-05-01T00:00:00Z,2
Condition occurrence,1989-06-01T00:00:00Z,2
Condition occurrence,1989-07-01T00:00:00Z,3
Condition occurrence,1989-11-01T00:00:00Z,1
Condition occurrence,1990-01-01T00:00:00Z,1
Condition occurrence,1990-03-01T00:00:00Z,1
Condition occurrence,1990-04-01T00:00:00Z,1
Condition occurrence,1990-05-01T00:00:00Z,1
Condition occurrence,1990-08-01T00:00:00Z,2
Condition occurrence,1990-09-01T00:00:00Z,2
Condition occurrence,1990-11-01T00:00:00Z,1
Condition occurrence,1991-01-01T00:00:00Z,2
Condition occurrence,1991-02-01T00:00:00Z,1
Condition occurrence,1991-09-01T00:00:00Z,1
Condition occurrence,1991-10-01T00:00:00Z,1
Condition occurrence,1992-01-01T00:00:00Z,1
Condition occurrence,1992-02-01T00:00:00Z,1
Condition occurrence,1992-03-01T00:00:00Z,2
Condition occurrence,1992-06-01T00:00:00Z,1
Condition occurrence,1992-07-01T00:00:00Z,2
Condition occurrence,1992-08-01T00:00:00Z,1
Condition occurrence,1992-09-01T00:00:00Z,3
Condition occurrence,1992-10-01T00:00:00Z,1
Condition occurrence,1992-11-01T00:00:00Z,1
Condition occurrence,1992-12-01T00:00:00Z,2
Condition occurrence,1993-01-01T00:00:00Z,1
Condition occurrence,1993-04-01T00:00:00Z,5
Condition occurrence,1993-07-01T00:00:00Z,5
Condition occurrence,1993-11-01T00:00:00Z,3
Condition occurrence,1994-01-01T00:00:00Z,1
Condition occurrence,1994-10-01T00:00:00Z,1
Condition occurrence,1994-12-01T00:00:00Z,4
Condition occurrence,1995-01-01T00:00:00Z,1
Condition occurrence,1995-02-01T00:00:00Z,1
Condition occurrence,1995-03-01T00:00:00Z,3
Condition occurrence,1995-04-01T00:00:00Z,1
Condition occurrence,1995-07-01T00:00:00Z,2
Condition occurrence,1995-08-01T00:00:00Z,2
Condition occurrence,1995-09-01T00:00:00Z,1
Condition occurrence,1996-01-01T00:00:00Z,1
Condition occurrence,1996-02-01T00:00:00Z,3
Condition occurrence,1996-06-01T00:00:00Z,1
Condition occurrence,1996-08-01T00:00:00Z,1
Condition occurrence,1996-12-01T00:00:00Z,1
Condition occurrence,1997-01-01T00:00:00Z,1
Condition occurrence,1997-02-01T00:00:00Z,2
Condition occurrence,1997-11-01T00:00:00Z,1
Condition occurrence,1998-02-01T00:00:00Z,2
Condition occurrence,1998-06-01T00:00:00Z,1
Condition occurrence,1998-08-01T00:00:00Z,3
Condition occurrence,1998-09-01T00:00:00Z,1
Condition occurrence,1998-11-01T00:00:00Z,1
Condition occurrence,1999-02-01T00:00:00Z,1
Condition occurrence,1999-03-01T00:00:00Z,1
Condition occurrence,1999-06-01T00:00:00Z,1
Condition occurrence,1999-07-01T00:00:00Z,1
Condition occurrence,1999-08-01T00:00:00Z,1
Condition occurrence,1999-09-01T00:00:00Z,2
Condition occurrence,2000-06-01T00:00:00Z,1
Condition occurrence,2000-12-01T00:00:00Z,1
Condition occurrence,2001-04-01T00:00:00Z,4
Condition occurrence,2001-07-01T00:00:00Z,1
Condition occurrence,2001-09-01T00:00:00Z,1
Condition occurrence,2001-12-01T00:00:00Z,2
Condition occurrence,2002-02-01T00:00:00Z,2
Condition occurrence,2002-05-01T00:00:00Z,2
Condition occurrence,2002-06-01T00:00:00Z,1
Condition occurrence,2002-07-01T00:00:00Z,4
Condition occurrence,2003-01-01T00:00:00Z,2
Condition occurrence,2003-04-01T00:00:00Z,3
Condition occurrence,2003-09-01T00:00:00Z,1
Condition occurrence,2003-11-01T00:00:00Z,1
Condition occurrence,2004-01-01T00:00:00Z,1
Condition occurrence,2004-06-01T00:00:00Z,1
Condition occurrence,2005-03-01T00:00:00Z,1
Condition occurrence,2005-04-01T00:00:00Z,4
Condition occurrence,2005-06-01T00:00:00Z,2
Condition occurrence,2005-08-01T00:00:00Z,1
Condition occurrence,2005-10-01T00:00:00Z,1
Condition occurrence,2005-11-01T00:00:00Z,1
Condition occurrence,2006-01-01T00:00:00Z,1
Condition occurrence,2006-03-01T00:00:00Z,1
Condition occurrence,2006-06-01T00:00:00Z,1
Condition occurrence,2007-07-01T00:00:00Z,2
Condition occurrence,2008-05-01T00:00:00Z,1
